id,cd,baseprice,basenum,contprice,dealnum,trans-amount,orderdate,jsd
32342,1,5166,500,5166,500,2583000,2018/10/31,东部
32343,1,5166,500,5166,500,2583000,2018/10/31,东部
32344,1,5166,500,5166,500,2583000,2018/10/31,东部
32345,1,5166,500,5166,500,2583000,2018/10/31,东部
32346,1,5166,500,5166,500,2583000,2018/10/31,东部
32347,1,5166,50,5166,50,258300,2018/10/31,东部
32348,1,5166,50,5166,50,258300,2018/10/31,东部
32349,1,5166,102,5166,102,526932,2018/10/31,东部
32350,1,5166,203,5166,203,1048698,2018/10/31,东部
32351,1,5166,250,5166,250,1291500,2018/10/31,东部
32352,1,5166,500,5166,500,2583000,2018/10/31,东部
32353,1,5166,159,5166,159,821394,2018/10/31,东部
32354,1,5166,68,5166,68,351288,2018/10/31,东部
32355,1,5166,200,5166,200,1033200,2018/10/31,东部
32356,1,5166,500,5166,500,2583000,2018/10/31,东部
32357,1,5166,20,5166,20,103320,2018/10/31,东部
32358,1,5166,150,5166,150,774900,2018/10/31,东部
32359,1,5166,45,5166,45,232470,2018/10/31,东部
32360,1,5166,476,5166,476,2459016,2018/10/31,东部
32361,1,5166,61,5166,61,315126,2018/10/31,东部
32362,1,5166,203,5166,203,1048698,2018/10/31,东部
32363,1,5166,203,5166,203,1048698,2018/10/31,东部
32364,1,5166,169,5166,169,873054,2018/10/31,东部
32365,1,5166,338,5166,338,1746108,2018/10/31,东部
32366,1,5166,450,5166,450,2324700,2018/10/31,东部
32367,1,5166,500,5166,500,2583000,2018/10/31,东部
32368,1,5166,300,5166,300,1549800,2018/10/31,东部
32369,1,5166,250,5166,250,1291500,2018/10/31,东部
32370,1,5166,33,5166,33,170478,2018/10/31,东部
32371,1,5166,500,5166,500,2583000,2018/10/31,东部
32372,1,5166,500,5166,500,2583000,2018/10/31,东部
32373,1,5166,500,5166,500,2583000,2018/10/31,东部
32374,1,5166,500,5166,500,2583000,2018/10/31,东部
32375,1,5166,100,5166,100,516600,2018/10/31,东部
32376,1,5166,100,5166,100,516600,2018/10/31,东部
32377,1,5166,500,5166,500,2583000,2018/10/31,东部
32378,1,5166,315,5166,315,1627290,2018/10/31,东部
32379,1,5166,500,5166,500,2583000,2018/10/31,东部
32380,1,5166,150,5166,150,774900,2018/10/31,东部
32381,1,5166,500,5166,500,2583000,2018/10/31,东部
32382,1,5166,500,5166,500,2583000,2018/10/31,东部
32383,1,5166,500,5166,500,2583000,2018/10/31,东部
32384,1,5166,500,5166,500,2583000,2018/10/31,东部
32385,1,5166,500,5166,500,2583000,2018/10/31,东部
32386,1,5166,100,5166,100,516600,2018/10/31,东部
32387,1,5166,300,5166,300,1549800,2018/10/31,东部
32388,1,5166,500,5166,500,2583000,2018/10/31,东部
32389,1,5166,500,5166,500,2583000,2018/10/31,东部
32390,1,5166,100,5166,100,516600,2018/10/31,东部
32391,1,5166,344,5166,344,1777104,2018/10/31,东部
32392,1,5166,500,5166,500,2583000,2018/10/31,东部
32393,1,5166,500,5166,500,2583000,2018/10/31,东部
32394,1,5166,500,5166,500,2583000,2018/10/31,东部
32395,1,5166,500,5166,500,2583000,2018/10/31,东部
32396,1,5166,500,5166,500,2583000,2018/10/31,东部
32397,1,5166,16,5166,16,82656,2018/10/31,东部
32398,1,5166,500,5166,500,2583000,2018/10/31,东部
32399,1,5166,500,5166,500,2583000,2018/10/31,东部
32400,1,5166,16,5166,16,82656,2018/10/31,东部
32401,1,5166,500,5166,500,2583000,2018/10/31,东部
32402,1,5166,300,5166,300,1549800,2018/10/31,东部
32403,1,5166,500,5166,500,2583000,2018/10/31,东部
32404,1,5166,500,5166,500,2583000,2018/10/31,东部
32405,1,5166,500,5166,500,2583000,2018/10/31,东部
32406,1,5166,500,5166,500,2583000,2018/10/31,东部
32407,1,5166,500,5166,500,2583000,2018/10/31,东部
32408,1,5166,300,5166,300,1549800,2018/10/31,东部
32409,1,5166,500,5166,500,2583000,2018/10/31,东部
32410,1,5166,500,5166,500,2583000,2018/10/31,东部
32411,1,5166,500,5166,500,2583000,2018/10/31,东部
32412,1,5166,500,5166,500,2583000,2018/10/31,东部
32413,1,5166,500,5166,500,2583000,2018/10/31,东部
32414,1,5166,500,5166,500,2583000,2018/10/31,东部
32159,3,4750,1200,4750,1200,5700000,2018/10/31,珠三角地区
32415,1,5166,500,5166,500,2583000,2018/10/31,东部
32160,3,4750,1000,4750,1000,4750000,2018/10/31,珠三角地区
32416,1,5166,500,5166,500,2583000,2018/10/31,东部
32161,3,4750,4200,4750,4200,19950000,2018/10/31,珠三角地区
32417,1,5166,126,5166,126,650916,2018/10/31,东部
32162,1,4745,4900,4745,4900,23250500,2018/10/31,中海油宁波江浙沪皖
32418,1,5166,500,5166,500,2583000,2018/10/31,东部
32163,1,4745,16000,4745,16000,75920000,2018/10/31,中海油宁波江浙沪皖
32419,1,5166,355,5166,355,1833930,2018/10/31,东部
32164,1,4745,2480,4745,2480,11767600,2018/10/31,中海油宁波江浙沪皖
32420,1,5166,500,5166,500,2583000,2018/10/31,东部
32165,1,4745,940,4745,940,4460300,2018/10/31,中海油宁波江浙沪皖
32421,1,5166,500,5166,500,2583000,2018/10/31,东部
32166,1,4745,140,4745,140,664300,2018/10/31,中海油宁波江浙沪皖
32422,1,5166,100,5166,100,516600,2018/10/31,东部
32167,1,4745,20,4745,20,94900,2018/10/31,中海油宁波江浙沪皖
32423,1,5166,500,5166,500,2583000,2018/10/31,东部
32168,1,4745,1480,4745,1480,7022600,2018/10/31,中海油宁波江浙沪皖
32424,1,5166,500,5166,500,2583000,2018/10/31,东部
32169,1,4745,600,4745,600,2847000,2018/10/31,中海油宁波江浙沪皖
32425,1,5166,400,5166,400,2066400,2018/10/31,东部
32170,1,4745,1720,4745,1720,8161400,2018/10/31,中海油宁波江浙沪皖
32426,1,5166,102,5166,102,526932,2018/10/31,东部
32171,1,4745,1320,4745,1320,6263400,2018/10/31,中海油宁波江浙沪皖
32427,1,5166,205,5166,205,1059030,2018/10/31,东部
32172,1,4745,180,4745,180,854100,2018/10/31,中海油宁波江浙沪皖
32428,1,5166,500,5166,500,2583000,2018/10/31,东部
32173,1,4745,500,4745,500,2372500,2018/10/31,中海油宁波江浙沪皖
32429,1,5166,167,5166,167,862722,2018/10/31,东部
32174,2,4846,125.72,4846,125.72,609239.12,2018/10/31,北方
32430,1,5166,500,5166,500,2583000,2018/10/31,东部
32175,2,4846,83.01,4846,83.01,402266.46,2018/10/31,北方
32431,1,5166,500,5166,500,2583000,2018/10/31,东部
32432,1,5166,500,5166,500,2583000,2018/10/31,东部
32177,2,4846,5.73,4846,5.73,27767.58,2018/10/31,北方
32433,1,5166,500,5166,500,2583000,2018/10/31,东部
32178,2,4846,242,4846,242,1172732,2018/10/31,北方
32434,1,5166,300,5166,300,1549800,2018/10/31,东部
32179,1,5166,500,5166,500,2583000,2018/10/31,东部
32435,1,5166,500,5166,500,2583000,2018/10/31,东部
32180,2,4846,27.8,4846,27.8,134718.8,2018/10/31,北方
32436,1,5166,150,5166,150,774900,2018/10/31,东部
32181,2,4846,497.55,4846,497.55,2411127.3,2018/10/31,北方
32437,1,5166,400,5166,400,2066400,2018/10/31,东部
32182,2,4846,0.15,4846,0.15,726.9,2018/10/31,北方
32438,1,5166,360,5166,360,1859760,2018/10/31,东部
32183,2,4846,76.55,4846,76.55,370961.3,2018/10/31,北方
32439,1,5166,370,5166,370,1911420,2018/10/31,东部
32184,2,4846,4.4,4846,4.4,21322.4,2018/10/31,北方
32440,1,5166,400,5166,400,2066400,2018/10/31,东部
32441,1,5166,500,5166,500,2583000,2018/10/31,东部
32186,2,4846,146,4846,146,707516,2018/10/31,北方
32442,1,5166,500,5166,500,2583000,2018/10/31,东部
32187,2,4846,41,4846,41,198686,2018/10/31,北方
32443,1,5166,500,5166,500,2583000,2018/10/31,东部
32188,2,4846,8,4846,8,38768,2018/10/31,北方
32444,1,5166,500,5166,500,2583000,2018/10/31,东部
32189,2,4846,61,4846,61,295606,2018/10/31,北方
32445,1,5166,500,5166,500,2583000,2018/10/31,东部
32190,2,4846,34,4846,34,164764,2018/10/31,北方
32446,1,5166,500,5166,500,2583000,2018/10/31,东部
32191,2,4846,185,4846,185,896510,2018/10/31,北方
32447,1,5166,500,5166,500,2583000,2018/10/31,东部
32192,2,4846,28,4846,28,135688,2018/10/31,北方
32448,1,5166,500,5166,500,2583000,2018/10/31,东部
32193,2,4846,83,4846,83,402218,2018/10/31,北方
32449,1,5166,450,5166,450,2324700,2018/10/31,东部
32194,2,4846,5,4846,5,24230,2018/10/31,北方
32450,1,5166,135,5166,135,697410,2018/10/31,东部
32195,2,4846,42,4846,42,203532,2018/10/31,北方
32451,1,5166,500,5166,500,2583000,2018/10/31,东部
32196,2,4846,7,4846,7,33922,2018/10/31,北方
32452,1,5166,232,5166,232,1198512,2018/10/31,东部
32197,2,4846,37,4846,37,179302,2018/10/31,北方
32453,1,5166,500,5166,500,2583000,2018/10/31,东部
32198,1,4846,279,4846,279,1352034,2018/10/31,东部
32454,1,5166,500,5166,500,2583000,2018/10/31,东部
32199,1,4846,315,4846,315,1526490,2018/10/31,东部
32455,1,5166,500,5166,500,2583000,2018/10/31,东部
32200,1,4846,500,4846,500,2423000,2018/10/31,东部
32456,1,5166,120,5166,120,619920,2018/10/31,东部
32201,1,4846,500,4846,500,2423000,2018/10/31,东部
32457,1,5166,203,5166,203,1048698,2018/10/31,东部
32202,1,4846,500,4846,500,2423000,2018/10/31,东部
32458,1,5166,204,5166,204,1053864,2018/10/31,东部
32203,1,4846,500,4846,500,2423000,2018/10/31,东部
32459,1,5166,204,5166,204,1053864,2018/10/31,东部
32204,1,4846,500,4846,500,2423000,2018/10/31,东部
32460,1,5166,72,5166,72,371952,2018/10/31,东部
32205,1,4846,500,4846,500,2423000,2018/10/31,东部
32461,1,5166,72,5166,72,371952,2018/10/31,东部
32206,1,4846,500,4846,500,2423000,2018/10/31,东部
32462,1,5166,500,5166,500,2583000,2018/10/31,东部
32207,1,4846,500,4846,500,2423000,2018/10/31,东部
32463,1,5166,38,5166,38,196308,2018/10/31,东部
32208,1,4846,500,4846,500,2423000,2018/10/31,东部
32464,1,5166,250,5166,250,1291500,2018/10/31,东部
32209,1,4846,500,4846,500,2423000,2018/10/31,东部
32465,1,5166,225,5166,225,1162350,2018/10/31,东部
32210,1,4846,500,4846,500,2423000,2018/10/31,东部
32466,1,5166,450,5166,450,2324700,2018/10/31,东部
32211,1,4846,500,4846,500,2423000,2018/10/31,东部
32467,1,5166,500,5166,500,2583000,2018/10/31,东部
32212,1,4846,500,4846,500,2423000,2018/10/31,东部
32468,1,5166,140,5166,140,723240,2018/10/31,东部
32213,1,4846,500,4846,500,2423000,2018/10/31,东部
32469,1,5166,102,5166,102,526932,2018/10/31,东部
32214,1,4846,500,4846,500,2423000,2018/10/31,东部
32470,1,5166,100,5166,100,516600,2018/10/31,东部
32215,1,4846,500,4846,500,2423000,2018/10/31,东部
32471,1,5166,100,5166,100,516600,2018/10/31,东部
32216,1,4846,500,4846,500,2423000,2018/10/31,东部
32472,1,5166,200,5166,200,1033200,2018/10/31,东部
32217,1,4846,500,4846,500,2423000,2018/10/31,东部
32473,1,5166,100,5166,100,516600,2018/10/31,东部
32218,1,4846,500,4846,500,2423000,2018/10/31,东部
32474,1,5166,200,5166,200,1033200,2018/10/31,东部
32219,1,4846,500,4846,500,2423000,2018/10/31,东部
32475,1,5166,79,5166,79,408114,2018/10/31,东部
32220,1,4846,500,4846,500,2423000,2018/10/31,东部
32476,1,5166,79,5166,79,408114,2018/10/31,东部
32221,1,4846,500,4846,500,2423000,2018/10/31,东部
32477,1,5166,500,5166,500,2583000,2018/10/31,东部
32222,1,4846,500,4846,500,2423000,2018/10/31,东部
32478,1,5166,32,5166,32,165312,2018/10/31,东部
32223,1,4846,500,4846,500,2423000,2018/10/31,东部
32479,1,5166,500,5166,500,2583000,2018/10/31,东部
32224,1,4846,500,4846,500,2423000,2018/10/31,东部
32480,1,5166,500,5166,500,2583000,2018/10/31,东部
32225,1,4846,500,4846,500,2423000,2018/10/31,东部
32481,1,5166,500,5166,500,2583000,2018/10/31,东部
32226,1,4846,500,4846,500,2423000,2018/10/31,东部
32482,1,5166,14,5166,14,72324,2018/10/31,东部
32227,1,4846,500,4846,500,2423000,2018/10/31,东部
32483,1,5166,500,5166,500,2583000,2018/10/31,东部
32228,1,4846,500,4846,500,2423000,2018/10/31,东部
32484,1,5166,500,5166,500,2583000,2018/10/31,东部
32229,1,4846,500,4846,500,2423000,2018/10/31,东部
32485,1,5166,300,5166,300,1549800,2018/10/31,东部
32230,1,4846,500,4846,500,2423000,2018/10/31,东部
32486,1,5166,500,5166,500,2583000,2018/10/31,东部
32231,1,4846,500,4846,500,2423000,2018/10/31,东部
32487,1,5166,500,5166,500,2583000,2018/10/31,东部
32232,1,4846,500,4846,500,2423000,2018/10/31,东部
32488,1,5166,300,5166,300,1549800,2018/10/31,东部
32233,1,4846,500,4846,500,2423000,2018/10/31,东部
32489,1,5166,500,5166,500,2583000,2018/10/31,东部
32234,1,4846,500,4846,500,2423000,2018/10/31,东部
32490,1,5166,90,5166,90,464940,2018/10/31,东部
32235,1,4846,500,4846,500,2423000,2018/10/31,东部
32491,1,5166,500,5166,500,2583000,2018/10/31,东部
32236,1,4846,500,4846,500,2423000,2018/10/31,东部
32492,1,5166,500,5166,500,2583000,2018/10/31,东部
32237,1,4846,500,4846,500,2423000,2018/10/31,东部
32493,1,5166,500,5166,500,2583000,2018/10/31,东部
32238,1,4846,500,4846,500,2423000,2018/10/31,东部
32494,1,5166,280,5166,280,1446480,2018/10/31,东部
32239,1,4846,500,4846,500,2423000,2018/10/31,东部
32495,1,5166,500,5166,500,2583000,2018/10/31,东部
32240,1,4846,500,4846,500,2423000,2018/10/31,东部
32496,1,5166,250,5166,250,1291500,2018/10/31,东部
32241,1,4846,500,4846,500,2423000,2018/10/31,东部
32497,1,5166,140,5166,140,723240,2018/10/31,东部
32242,1,4846,500,4846,500,2423000,2018/10/31,东部
32498,1,5166,500,5166,500,2583000,2018/10/31,东部
32243,1,4846,500,4846,500,2423000,2018/10/31,东部
32499,1,5166,500,5166,500,2583000,2018/10/31,东部
32244,1,4846,500,4846,500,2423000,2018/10/31,东部
32500,1,5166,168,5166,168,867888,2018/10/31,东部
32245,1,4846,500,4846,500,2423000,2018/10/31,东部
32501,1,5166,500,5166,500,2583000,2018/10/31,东部
32246,1,4846,500,4846,500,2423000,2018/10/31,东部
32502,1,5166,500,5166,500,2583000,2018/10/31,东部
32247,1,4846,500,4846,500,2423000,2018/10/31,东部
32503,1,5166,183,5166,183,945378,2018/10/31,东部
32248,1,4846,500,4846,500,2423000,2018/10/31,东部
32504,1,5166,339,5166,339,1751274,2018/10/31,东部
32249,1,4846,500,4846,500,2423000,2018/10/31,东部
32505,1,5166,400,5166,400,2066400,2018/10/31,东部
32250,1,4846,500,4846,500,2423000,2018/10/31,东部
32506,1,5166,68,5166,68,351288,2018/10/31,东部
32251,1,4846,500,4846,500,2423000,2018/10/31,东部
32507,1,5166,305,5166,305,1575630,2018/10/31,东部
32252,1,4846,500,4846,500,2423000,2018/10/31,东部
32253,1,4846,500,4846,500,2423000,2018/10/31,东部
32254,1,4846,500,4846,500,2423000,2018/10/31,东部
32255,1,4846,500,4846,500,2423000,2018/10/31,东部
31744,1,4745,40,4745,40,189800,2018/10/30,中海油宁波江浙沪皖
31745,1,4745,60,4745,60,284700,2018/10/30,中海油宁波江浙沪皖
31746,1,4745,20,4745,20,94900,2018/10/30,中海油宁波江浙沪皖
31747,1,4745,100,4745,100,474500,2018/10/30,中海油宁波江浙沪皖
31748,1,4745,40,4745,40,189800,2018/10/30,中海油宁波江浙沪皖
31749,1,4745,40,4745,40,189800,2018/10/30,中海油宁波江浙沪皖
31750,1,4745,40,4745,40,189800,2018/10/30,中海油宁波江浙沪皖
31751,1,4745,40,4745,40,189800,2018/10/30,中海油宁波江浙沪皖
31752,1,4745,20,4745,20,94900,2018/10/30,中海油宁波江浙沪皖
31753,1,4846,270,4846,270,1308420,2018/10/30,中海油宁波江浙沪皖
31741,1,4750,20,4750,20,95000,2018/10/30,中海油宁波江浙沪皖
31742,1,4745,100,4745,100,474500,2018/10/30,中海油宁波江浙沪皖
31743,1,4745,240,4745,240,1138800,2018/10/30,中海油宁波江浙沪皖
31323,1,4750,20,4750,20,95000,2018/10/29,中海油宁波江浙沪皖
31324,1,4745,160,4745,160,759200,2018/10/29,中海油宁波江浙沪皖
31325,1,4745,500,4745,500,2372500,2018/10/29,中海油宁波江浙沪皖
31326,1,4745,80,4745,80,379600,2018/10/29,中海油宁波江浙沪皖
31327,1,4745,40,4745,40,189800,2018/10/29,中海油宁波江浙沪皖
31328,1,4745,20,4745,20,94900,2018/10/29,中海油宁波江浙沪皖
31329,1,4745,220,4745,220,1043900,2018/10/29,中海油宁波江浙沪皖
31330,1,4745,200,4745,200,949000,2018/10/29,中海油宁波江浙沪皖
31331,1,4745,360,4745,360,1708200,2018/10/29,中海油宁波江浙沪皖
31332,1,4745,500,4745,500,2372500,2018/10/29,中海油宁波江浙沪皖
31333,1,4745,100,4745,100,474500,2018/10/29,中海油宁波江浙沪皖
31334,1,4745,40,4745,40,189800,2018/10/29,中海油宁波江浙沪皖
31335,1,4745,100,4745,100,474500,2018/10/29,中海油宁波江浙沪皖
31336,1,4846,66,4846,66,319836,2018/10/29,东部
31337,1,4846,155,4846,155,751130,2018/10/29,东部
31338,1,4846,500,4846,500,2423000,2018/10/29,东部
31339,1,4846,228,4846,228,1104888,2018/10/29,东部
31340,1,4846,500,4846,500,2423000,2018/10/29,东部
31341,1,4846,26,4846,26,125996,2018/10/29,东部
31342,1,4846,2,4846,2,9692,2018/10/29,东部
31343,1,4846,7,4846,7,33922,2018/10/29,东部
31344,1,4846,55,4846,55,266530,2018/10/29,东部
31345,1,4846,400,4846,400,1938400,2018/10/29,东部
31346,1,4846,60,4846,60,290760,2018/10/29,东部
31347,1,4846,500,4846,500,2423000,2018/10/29,东部
31348,1,4846,500,4846,500,2423000,2018/10/29,东部
31349,1,4846,500,4846,500,2423000,2018/10/29,东部
31350,1,4846,500,4846,500,2423000,2018/10/29,东部
31351,1,4846,500,4846,500,2423000,2018/10/29,东部
31352,1,4846,500,4846,500,2423000,2018/10/29,东部
31353,1,4846,500,4846,500,2423000,2018/10/29,东部
31354,1,4846,230,4846,230,1114580,2018/10/29,东部
31355,1,4846,500,4846,500,2423000,2018/10/29,东部
31356,1,4846,247,4846,247,1196962,2018/10/29,东部
31357,1,4846,359,4846,359,1739714,2018/10/29,东部
31358,1,4846,500,4846,500,2423000,2018/10/29,东部
31359,1,4846,500,4846,500,2423000,2018/10/29,东部
31360,1,4846,26,4846,26,125996,2018/10/29,东部
31361,1,4846,16,4846,16,77536,2018/10/29,东部
31362,1,4846,200,4846,200,969200,2018/10/29,东部
31363,1,4846,28,4846,28,135688,2018/10/29,东部
31364,1,4846,33,4846,33,159918,2018/10/29,东部
31365,1,4846,26,4846,26,125996,2018/10/29,东部
31366,1,4846,376,4846,376,1822096,2018/10/29,东部
31367,1,4846,217,4846,217,1051582,2018/10/29,东部
31368,1,4846,335,4846,335,1623410,2018/10/29,东部
31369,1,4846,158,4846,158,765668,2018/10/29,东部
31370,1,4846,41,4846,41,198686,2018/10/29,东部
31371,1,4846,22,4846,22,106612,2018/10/29,东部
31372,1,4846,72,4846,72,348912,2018/10/29,东部
31373,1,4846,24,4846,24,116304,2018/10/29,东部
31374,1,4846,5,4846,5,24230,2018/10/29,东部
31375,1,4846,43,4846,43,208378,2018/10/29,东部
31376,1,4846,500,4846,500,2423000,2018/10/29,东部
31377,1,4846,200,4846,200,969200,2018/10/29,东部
31378,1,4846,500,4846,500,2423000,2018/10/29,东部
31379,1,4846,490,4846,490,2374540,2018/10/29,东部
31380,1,4846,95,4846,95,460370,2018/10/29,东部
31381,1,4846,353,4846,353,1710638,2018/10/29,东部
31382,1,4846,41,4846,41,198686,2018/10/29,东部
31383,1,4846,2,4846,2,9692,2018/10/29,东部
31384,1,4846,24,4846,24,116304,2018/10/29,东部
31385,1,4846,500,4846,500,2423000,2018/10/29,东部
31386,1,4846,100,4846,100,484600,2018/10/29,东部
31387,1,4846,2,4846,2,9692,2018/10/29,东部
31388,1,4846,30,4846,30,145380,2018/10/29,东部
31389,1,4846,135,4846,135,654210,2018/10/29,东部
31390,1,4846,440,4846,440,2132240,2018/10/29,东部
31391,1,4846,145,4846,145,702670,2018/10/29,东部
31392,1,4846,32,4846,32,155072,2018/10/29,东部
31393,1,4846,46,4846,46,222916,2018/10/29,东部
31394,1,4846,114,4846,114,552444,2018/10/29,东部
31395,1,4846,11,4846,11,53306,2018/10/29,东部
31396,1,4846,33,4846,33,159918,2018/10/29,东部
31397,1,4846,57,4846,57,276222,2018/10/29,东部
31398,1,4846,375,4846,375,1817250,2018/10/29,东部
31399,1,4846,1,4846,1,4846,2018/10/29,东部
31400,1,4846,48,4846,48,232608,2018/10/29,东部
31401,1,4846,26,4846,26,125996,2018/10/29,东部
31402,1,4846,124,4846,124,600904,2018/10/29,东部
31403,1,4846,120,4846,120,581520,2018/10/29,东部
31404,1,4846,38,4846,38,184148,2018/10/29,东部
31405,1,4846,124,4846,124,600904,2018/10/29,东部
31406,1,4846,377,4846,377,1826942,2018/10/29,东部
31407,1,4846,500,4846,500,2423000,2018/10/29,东部
30940,3,4750,750,4750,750,3562500,2018/10/26,珠三角地区
30941,3,4750,750,4750,750,3562500,2018/10/26,珠三角地区
30942,3,4750,4300,4750,4300,20425000,2018/10/26,珠三角地区
30943,1,4745,40,4745,40,189800,2018/10/26,中海油宁波江浙沪皖
